Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
121,CA-2024-100060,03/08/2024,03/13/2024,Standard Class,CG-10511,Zuschuss Phan,Consumer,United States,Boston,Massachusetts,02116,East,OFF-PAP-10000121,Office Supplies,Paper,Paper Model R-581,201.65,3,0.2,33.09
122,CA-2021-100061,11/21/2021,11/25/2021,Standard Class,CG-10753,David Miller,Consumer,United States,San Antonio,Texas,78207,Central,OFF-BIN-10000122,Office Supplies,Binders,Binders Model S-618,398.8,4,0.0,-58.07
123,CA-2021-100061,10/10/2021,10/14/2021,Standard Class,CG-10139,Ashley Smith,Consumer,United States,Houston,Texas,77005,Central,OFF-SUP-10000123,Office Supplies,Supplies,Supplies Model T-655,404.14,2,0.0,10.64
124,CA-2021-100062,11/10/2021,11/11/2021,First Class,CG-10361,William Gutenberg,Consumer,United States,Atlanta,Georgia,30318,South,OFF-SUP-10000124,Office Supplies,Supplies,Supplies Model U-692,156.96,3,0.0,26.9
125,CA-2022-100062,02/18/2022,02/21/2022,Second Class,CG-10470,David Martinez,Consumer,United States,Baltimore,Maryland,21215,East,OFF-SUP-10000125,Office Supplies,Supplies,Supplies Model V-729,368.16,4,0.0,18.0
126,CA-2022-100063,08/20/2022,08/24/2022,Second Class,CG-10246,James Martinez,Consumer,United States,Denver,Colorado,80219,West,FUR-BOO-10000126,Furniture,Bookcases,Bookcases Model W-766,774.44,2,0.0,97.84
127,CA-2023-100063,10/17/2023,10/22/2023,Standard Class,CG-10633,Harold Gutenberg,Corporate,United States,Minneapolis,Minnesota,55407,Central,OFF-BIN-10000127,Office Supplies,Binders,Binders Model X-803,9.75,1,0.8,-6.85
128,CA-2021-100064,12/29/2021,01/03/2022,Standard Class,CG-10583,Tracy Davis,Consumer,United States,Tampa,Florida,33612,South,OFF-LAB-10000128,Office Supplies,Labels,Labels Model Y-840,43.23,2,0.3,1.41
129,CA-2023-100064,12/13/2023,12/16/2023,Second Class,CG-10757,Harold Ballentine,Consumer,United States,Portland,Oregon,97201,West,OFF-BIN-10000129,Office Supplies,Binders,Binders Model Z-877,75.57,1,0.1,10.25
130,CA-2023-100065,10/28/2023,10/28/2023,Same Day,CG-10450,Lisa Blumstein,Corporate,United States,Minneapolis,Minnesota,55407,Central,TEC-PHO-10000130,Technology,Phones,Phones Model A-914,4186.5,5,0.0,939.37
131,CA-2024-100065,10/24/2024,10/27/2024,Second Class,CG-10379,Claire Anderson,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-FAS-10000131,Office Supplies,Fasteners,Fasteners Model B-951,36.03,3,0.0,11.28
132,CA-2023-100066,11/25/2023,11/28/2023,First Class,CG-10428,Zuschuss Allen,Corporate,United States,San Francisco,California,94109,West,OFF-ENV-10000132,Office Supplies,Envelopes,Envelopes Model C-988,162.18,6,0.0,77.02
133,CA-2021-100066,04/26/2021,05/01/2021,Standard Class,CG-10731,Alejandro Allen,Corporate,United States,Newark,New Jersey,07102,East,TEC-COP-10000133,Technology,Copiers,Copiers Model D-1025,4570.18,2,0.2,566.8
134,CA-2021-100067,07/25/2021,07/30/2021,Standard Class,CG-10693,Sandra Brown,Consumer,United States,Columbus,Ohio,43229,East,OFF-PAP-10000134,Office Supplies,Paper,Paper Model E-1062,211.58,4,0.2,38.72
135,CA-2022-100067,07/15/2022,07/19/2022,Second Class,CG-10255,Pete Jones,Consumer,United States,Milwaukee,Wisconsin,53209,Central,TEC-MAC-10000135,Technology,Machines,Machines Model F-100,1898.01,1,0.0,342.97
136,CA-2024-100068,08/30/2024,09/05/2024,Standard Class,CG-10479,James Brown,Consumer,United States,Detroit,Michigan,48205,Central,OFF-BIN-10000136,Office Supplies,Binders,Binders Model G-137,139.49,4,0.2,-12.14
137,CA-2023-100068,05/08/2023,05/13/2023,Standard Class,CG-10788,David Pawel,Consumer,United States,San Antonio,Texas,78207,Central,OFF-LAB-10000137,Office Supplies,Labels,Labels Model H-174,58.74,2,0.0,23.85
138,CA-2023-100069,08/13/2023,08/15/2023,First Class,CG-10236,John Wilson,Corporate,United States,Baltimore,Maryland,21215,East,TEC-MAC-10000138,Technology,Machines,Machines Model I-211,1746.74,1,0.0,364.6
139,CA-2024-100069,09/03/2024,09/08/2024,Standard Class,CG-10657,Michael Blumstein,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-ART-10000139,Office Supplies,Art,Art Model J-248,96.8,4,0.0,37.29
140,CA-2023-100070,07/12/2023,07/18/2023,Standard Class,CG-10377,Brosina Gutenberg,Consumer,United States,Milwaukee,Wisconsin,53209,Central,FUR-TAB-10000140,Furniture,Tables,Tables Model K-285,4138.89,3,0.0,121.66
141,CA-2022-100070,12/22/2022,12/26/2022,Standard Class,CG-10160,William Pawel,Consumer,United States,Memphis,Tennessee,38109,South,OFF-APP-10000141,Office Supplies,Appliances,Appliances Model L-322,1565.91,3,0.0,335.39
142,CA-2022-100071,03/31/2022,04/02/2022,First Class,CG-10503,Lisa Phan,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ART-10000142,Office Supplies,Art,Art Model M-359,47.95,1,0.4,-7.61
143,CA-2021-100071,12/31/2021,01/07/2022,Standard Class,CG-10457,Andrew Donatelli,Consumer,United States,New York City,New York,10024,East,FUR-FUR-10000143,Furniture,Furnishings,Furnishings Model N-396,74.47,1,0.0,19.6
144,CA-2024-100072,11/06/2024,11/13/2024,Standard Class,CG-10507,Matt Smith,Consumer,United States,Indianapolis,Indiana,46203,Central,FUR-TAB-10000144,Furniture,Tables,Tables Model O-433,1201.29,1,0.0,-6.14
145,CA-2021-100072,05/18/2021,05/22/2021,Standard Class,CG-10124,Eric Kintis,Corporate,United States,Dallas,Texas,75220,Central,FUR-CHA-10000145,Furniture,Chairs,Chairs Model P-470,832.54,4,0.4,-281.75
146,CA-2023-100073,10/27/2023,10/31/2023,Standard Class,CG-10650,David Phan,Corporate,United States,Charlotte,North Carolina,28205,South,TEC-PHO-10000146,Technology,Phones,Phones Model Q-507,3399.96,3,0.0,1178.31
147,CA-2022-100073,11/25/2022,11/26/2022,First Class,CG-10154,Matt Blumstein,Consumer,United States,Milwaukee,Wisconsin,53209,Central,OFF-FAS-10000147,Office Supplies,Fasteners,Fasteners Model R-544,23.44,4,0.8,-18.09
148,CA-2023-100074,04/19/2023,04/26/2023,Standard Class,CG-10063,Claire Gutenberg,Consumer,United States,San Francisco,California,94109,West,TEC-COP-10000148,Technology,Copiers,Copiers Model S-581,4882.16,2,0.15,1480.86
149,CA-2023-100074,12/19/2023,12/21/2023,First Class,CG-10374,Sarah Pawel,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-FUR-10000149,Furniture,Furnishings,Furnishings Model T-618,516.99,3,0.0,163.76
150,CA-2023-100075,05/26/2023,06/02/2023,Standard Class,CG-10437,Ashley Jones,Consumer,United States,San Francisco,California,94109,West,TEC-PHO-10000150,Technology,Phones,Phones Model U-655,3203.64,3,0.0,998.92
151,CA-2023-100075,09/03/2023,09/06/2023,First Class,CG-10518,John Blumstein,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-FAS-10000151,Office Supplies,Fasteners,Fasteners Model V-692,34.29,9,0.0,15.61
152,CA-2024-100076,05/15/2024,05/22/2024,Standard Class,CG-10263,Robert Allen,Consumer,United States,Boston,Massachusetts,02116,East,OFF-STO-10000152,Office Supplies,Storage,Storage Model W-729,1510.4,5,0.0,143.97
153,CA-2024-100076,11/02/2024,11/07/2024,Standard Class,CG-10522,Eric Wilson,Consumer,United States,San Francisco,California,94109,West,TEC-COP-10000153,Technology,Copiers,Copiers Model X-766,2932.69,1,0.0,1594.07
154,CA-2021-100077,12/14/2021,12/17/2021,Second Class,CG-10295,Alejandro Rodriguez,Corporate,United States,Seattle,Washington,98103,West,OFF-LAB-10000154,Office Supplies,Labels,Labels Model Y-803,32.3,2,0.0,12.56
155,CA-2024-100077,01/15/2024,01/19/2024,Second Class,CG-10100,Maria Miller,Corporate,United States,Memphis,Tennessee,38109,South,FUR-CHA-10000155,Furniture,Chairs,Chairs Model Z-840,2364.74,5,0.15,-31.27
156,CA-2021-100078,11/23/2021,11/29/2021,Standard Class,CG-10127,James Johnson,Corporate,United States,Jacksonville,Florida,32216,South,OFF-LAB-10000156,Office Supplies,Labels,Labels Model A-877,26.34,2,0.2,5.02
157,CA-2023-100078,08/30/2023,09/02/2023,First Class,CG-10370,Maria Black,Corporate,United States,Phoenix,Arizona,85023,West,OFF-BIN-10000157,Office Supplies,Binders,Binders Model B-914,277.56,3,0.0,-39.22
158,CA-2023-100079,04/25/2023,05/02/2023,Standard Class,CG-10081,Lisa Flanagan,Consumer,United States,San Antonio,Texas,78207,Central,OFF-BIN-10000158,Office Supplies,Binders,Binders Model C-951,38.63,1,0.6,-28.24
159,CA-2023-100079,04/10/2023,04/11/2023,First Class,CG-10223,Jessica Williams,Consumer,United States,San Diego,California,92037,West,OFF-SUP-10000159,Office Supplies,Supplies,Supplies Model D-988,341.52,3,0.0,-3.77
160,CA-2024-100080,01/01/2024,01/05/2024,Second Class,CG-10550,Claire Ballentine,Home Office,United States,Las Vegas,Nevada,89115,West,FUR-FUR-10000160,Furniture,Furnishings,Furnishings Model E-1025,45.17,1,0.0,9.36
161,CA-2022-100080,12/13/2022,12/18/2022,Standard Class,CG-10421,Daniel Kintis,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-LAB-10000161,Office Supplies,Labels,Labels Model F-1062,12.44,2,0.0,6.2
162,CA-2021-100081,11/04/2021,11/09/2021,Standard Class,CG-10254,Michael Miller,Consumer,United States,Columbus,Ohio,43229,East,OFF-BIN-10000162,Office Supplies,Binders,Binders Model G-100,272.85,3,0.0,49.16
163,CA-2022-100081,05/15/2022,05/19/2022,Standard Class,CG-10275,Tracy Anderson,Home Office,United States,Boston,Massachusetts,02116,East,TEC-PHO-10000163,Technology,Phones,Phones Model H-137,706.32,2,0.0,260.58
164,CA-2021-100082,12/13/2021,12/17/2021,Standard Class,CG-10327,Alejandro Anderson,Consumer,United States,Detroit,Michigan,48205,Central,TEC-MAC-10000164,Technology,Machines,Machines Model I-174,5654.73,3,0.0,1436.69
165,CA-2021-100082,08/26/2021,08/30/2021,Standard Class,CG-10497,William Miller,Home Office,United States,Indianapolis,Indiana,46203,Central,TEC-PHO-10000165,Technology,Phones,Phones Model J-211,2318.37,3,0.0,649.74
166,CA-2022-100083,10/25/2022,10/30/2022,Standard Class,CG-10470,David Martinez,Consumer,United States,Charlotte,North Carolina,28205,South,FUR-FUR-10000166,Furniture,Furnishings,Furnishings Model K-248,80.9,4,0.6,-41.67
167,CA-2024-100083,04/28/2024,05/02/2024,Second Class,CG-10071,James Pawel,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BIN-10000167,Office Supplies,Binders,Binders Model L-285,93.41,1,0.0,20.79
168,CA-2024-100084,12/01/2024,12/06/2024,Standard Class,CG-10423,Andrew Davis,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-ENV-10000168,Office Supplies,Envelopes,Envelopes Model M-322,93.3,5,0.0,30.31
169,CA-2023-100084,12/27/2023,01/01/2024,Second Class,CG-10114,Emily Wilson,Consumer,United States,Seattle,Washington,98103,West,FUR-CHA-10000169,Furniture,Chairs,Chairs Model N-359,1457.25,3,0.0,188.07
170,CA-2024-100085,10/20/2024,10/23/2024,Second Class,CG-10176,Jessica Pawel,Home Office,United States,Milwaukee,Wisconsin,53209,Central,TEC-ACC-10000170,Technology,Accessories,Accessories Model O-396,367.83,5,0.4,-55.21
171,CA-2023-100085,03/27/2023,03/29/2023,First Class,CG-10209,Harold Black,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-FAS-10000171,Office Supplies,Fasteners,Fasteners Model P-433,8.87,2,0.8,-6.38
172,CA-2023-100086,11/22/2023,11/26/2023,Second Class,CG-10510,Maria Ballentine,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-LAB-10000172,Office Supplies,Labels,Labels Model Q-470,8.33,1,0.4,-1.27
173,CA-2024-100086,10/12/2024,10/17/2024,Standard Class,CG-10270,Matt Jones,Consumer,United States,Jacksonville,Florida,32216,South,OFF-STO-10000173,Office Supplies,Storage,Storage Model R-507,762.06,6,0.0,87.11
174,CA-2024-100087,11/02/2024,11/04/2024,First Class,CG-10669,Tracy Phan,Corporate,United States,Portland,Oregon,97201,West,FUR-BOO-10000174,Furniture,Bookcases,Bookcases Model S-544,598.9,1,0.0,-13.52
175,CA-2023-100087,10/26/2023,10/30/2023,Standard Class,CG-10301,William Phan,Corporate,United States,Seattle,Washington,98103,West,TEC-COP-10000175,Technology,Copiers,Copiers Model T-581,1562.83,1,0.2,302.13
176,CA-2021-100088,07/11/2021,07/15/2021,Standard Class,CG-10662,Matt Rodriguez,Consumer,United States,Louisville,Kentucky,40214,South,OFF-PAP-10000176,Office Supplies,Paper,Paper Model U-618,82.85,5,0.0,28.09
177,CA-2023-100088,10/27/2023,10/31/2023,Standard Class,CG-10236,John Wilson,Corporate,United States,Dallas,Texas,75220,Central,OFF-PAP-10000177,Office Supplies,Paper,Paper Model V-655,29.65,3,0.4,-2.97
178,CA-2023-100089,06/12/2023,06/12/2023,Same Day,CG-10444,Lisa Jones,Corporate,United States,Phoenix,Arizona,85023,West,TEC-COP-10000178,Technology,Copiers,Copiers Model W-692,710.32,1,0.1,217.77
179,CA-2021-100089,04/21/2021,04/26/2021,Standard Class,CG-10551,Eric Rodriguez,Corporate,United States,Boston,Massachusetts,02116,East,TEC-COP-10000179,Technology,Copiers,Copiers Model X-729,8466.9,5,0.0,3577.37
180,CA-2022-100090,06/13/2022,06/18/2022,Standard Class,CG-10686,Lisa Garcia,Consumer,United States,Newark,New Jersey,07102,East,OFF-SUP-10000180,Office Supplies,Supplies,Supplies Model Y-766,290.1,5,0.0,47.15
181,CA-2021-100090,09/26/2021,10/02/2021,Standard Class,CG-10508,Sandra Brown,Consumer,United States,Portland,Oregon,97201,West,TEC-PHO-10000181,Technology,Phones,Phones Model Z-803,1515.74,2,0.0,367.36
182,CA-2022-100091,12/11/2022,12/14/2022,Second Class,CG-10389,Lisa Garcia,Consumer,United States,Atlanta,Georgia,30318,South,OFF-SUP-10000182,Office Supplies,Supplies,Supplies Model A-840,123.48,2,0.0,-8.25
183,CA-2024-100091,09/22/2024,09/28/2024,Standard Class,CG-10418,Harold Brown,Corporate,United States,Columbus,Ohio,43229,East,OFF-ENV-10000183,Office Supplies,Envelopes,Envelopes Model B-877,59.32,2,0.0,28.12
184,CA-2023-100092,03/11/2023,03/18/2023,Standard Class,CG-10354,James Anderson,Consumer,United States,Indianapolis,Indiana,46203,Central,TEC-COP-10000184,Technology,Copiers,Copiers Model C-914,763.56,2,0.6,-212.69
185,CA-2022-100092,10/02/2022,10/07/2022,Standard Class,CG-10387,David Wilson,Home Office,United States,Phoenix,Arizona,85023,West,OFF-PAP-10000185,Office Supplies,Paper,Paper Model D-951,67.34,2,0.0,22.09
186,CA-2021-100093,04/13/2021,04/18/2021,Second Class,CG-10370,Maria Black,Corporate,United States,Denver,Colorado,80219,West,OFF-APP-10000186,Office Supplies,Appliances,Appliances Model E-988,1345.15,5,0.0,446.47
187,CA-2022-100093,11/14/2022,11/18/2022,Standard Class,CG-10662,Matt Rodriguez,Consumer,United States,Louisville,Kentucky,40214,South,OFF-LAB-10000187,Office Supplies,Labels,Labels Model F-1025,104.55,5,0.0,48.12
188,CA-2022-100094,12/10/2022,12/14/2022,Standard Class,CG-10623,Tracy Ballentine,Consumer,United States,Milwaukee,Wisconsin,53209,Central,FUR-TAB-10000188,Furniture,Tables,Tables Model G-1062,874.56,2,0.0,-49.53
189,CA-2021-100094,05/30/2021,06/05/2021,Standard Class,CG-10192,Andrew Connell,Consumer,United States,Chicago,Illinois,60610,Central,OFF-STO-10000189,Office Supplies,Storage,Storage Model H-100,795.55,4,0.2,-122.79
190,CA-2024-100095,01/12/2024,01/19/2024,Standard Class,CG-10713,Matt Wilson,Consumer,United States,Newark,New Jersey,07102,East,FUR-CHA-10000190,Furniture,Chairs,Chairs Model I-137,365.98,1,0.0,75.29
191,CA-2024-100095,12/09/2024,12/15/2024,Standard Class,CG-10493,Matt Brown,Consumer,United States,Houston,Texas,77005,Central,OFF-LAB-10000191,Office Supplies,Labels,Labels Model J-174,7.76,2,0.0,3.1
192,CA-2023-100096,06/13/2023,06/15/2023,First Class,CG-10447,William Allen,Corporate,United States,Tampa,Florida,33612,South,OFF-PAP-10000192,Office Supplies,Paper,Paper Model K-211,17.58,2,0.0,8.29
193,CA-2022-100096,11/12/2022,11/19/2022,Standard Class,CG-10363,Michael Garcia,Consumer,United States,Jacksonville,Florida,32216,South,TEC-COP-10000193,Technology,Copiers,Copiers Model L-248,1104.24,2,0.8,-763.15
194,CA-2021-100097,05/21/2021,05/22/2021,First Class,CG-10011,James Anderson,Consumer,United States,Seattle,Washington,98103,West,OFF-ENV-10000194,Office Supplies,Envelopes,Envelopes Model M-285,78.05,7,0.0,29.19
195,CA-2023-100097,11/10/2023,11/13/2023,Second Class,CG-10075,Claire Barstow,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-COP-10000195,Technology,Copiers,Copiers Model N-322,3102.24,2,0.15,587.0
196,CA-2021-100098,01/27/2021,01/31/2021,Standard Class,CG-10164,Michael Brown,Corporate,United States,Seattle,Washington,98103,West,FUR-CHA-10000196,Furniture,Chairs,Chairs Model O-359,915.62,2,0.15,-61.93
197,CA-2021-100098,11/22/2021,11/27/2021,Standard Class,CG-10470,David Martinez,Consumer,United States,Baltimore,Maryland,21215,East,FUR-TAB-10000197,Furniture,Tables,Tables Model P-396,315.59,1,0.0,20.52
198,CA-2022-100099,11/18/2022,11/24/2022,Standard Class,CG-10334,Pete Johnson,Consumer,United States,Detroit,Michigan,48205,Central,FUR-TAB-10000198,Furniture,Tables,Tables Model Q-433,446.56,2,0.2,-186.29
199,CA-2022-100099,04/23/2022,04/26/2022,Second Class,CG-10489,Brosina Martinez,Consumer,United States,Tampa,Florida,33612,South,FUR-CHA-10000199,Furniture,Chairs,Chairs Model R-470,769.3,2,0.0,115.47
200,CA-2024-100100,12/11/2024,12/17/2024,Standard Class,CG-10015,Jessica Hoffman,Corporate,United States,Columbus,Ohio,43229,East,OFF-BIN-10000200,Office Supplies,Binders,Binders Model S-507,88.88,1,0.1,-1.27
201,CA-2022-100100,11/07/2022,11/14/2022,Standard Class,CG-10320,Claire Johnson,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PAP-10000201,Office Supplies,Paper,Paper Model T-544,506.0,8,0.0,188.18
202,CA-2023-100101,03/06/2023,03/10/2023,Second Class,CG-10489,Brosina Martinez,Consumer,United States,Newark,New Jersey,07102,East,OFF-ART-10000202,Office Supplies,Art,Art Model U-581,9.32,1,0.0,3.81
203,CA-2023-100101,04/25/2023,04/30/2023,Second Class,CG-10736,Ashley Hoffman,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-SUP-10000203,Office Supplies,Supplies,Supplies Model V-618,509.44,3,0.1,42.83
204,CA-2024-100102,09/07/2024,09/12/2024,Standard Class,CG-10159,Michael Connell,Home Office,United States,Las Vegas,Nevada,89115,West,FUR-CHA-10000204,Furniture,Chairs,Chairs Model W-655,2042.95,5,0.0,355.88
205,CA-2024-100102,12/02/2024,12/05/2024,Second Class,CG-10675,Lisa Rodriguez,Corporate,United States,Richmond,Virginia,23223,South,TEC-COP-10000205,Technology,Copiers,Copiers Model X-692,11653.2,6,0.0,4240.35
206,CA-2022-100103,11/05/2022,11/12/2022,Standard Class,CG-10657,Michael Blumstein,Home Office,United States,Richmond,Virginia,23223,South,FUR-TAB-10000206,Furniture,Tables,Tables Model Y-729,4549.68,4,0.0,-426.72
207,CA-2021-100103,05/28/2021,06/04/2021,Standard Class,CG-10163,Robert Allen,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-APP-10000207,Office Supplies,Appliances,Appliances Model Z-766,1355.04,4,0.15,127.22
208,CA-2023-100104,10/02/2023,10/07/2023,Standard Class,CG-10336,Sarah Miller,Corporate,United States,Seattle,Washington,98103,West,TEC-PHO-10000208,Technology,Phones,Phones Model A-803,5547.1,5,0.0,1113.23
209,CA-2023-100104,05/05/2023,05/10/2023,Second Class,CG-10371,Claire Smith,Corporate,United States,Richmond,Virginia,23223,South,FUR-FUR-10000209,Furniture,Furnishings,Furnishings Model B-840,34.19,2,0.7,-20.63
210,CA-2024-100105,05/09/2024,05/12/2024,First Class,CG-10290,Eric Pawel,Consumer,United States,Boston,Massachusetts,02116,East,OFF-APP-10000210,Office Supplies,Appliances,Appliances Model C-877,291.46,2,0.2,-22.22
211,CA-2024-100105,09/29/2024,10/06/2024,Standard Class,CG-10565,Ken Jones,Corporate,United States,Atlanta,Georgia,30318,South,FUR-FUR-10000211,Furniture,Furnishings,Furnishings Model D-914,275.8,5,0.2,-6.12
212,CA-2021-100106,12/01/2021,12/06/2021,Second Class,CG-10325,John Johnson,Corporate,United States,San Antonio,Texas,78207,Central,OFF-STO-10000212,Office Supplies,Storage,Storage Model E-951,325.32,3,0.0,84.27
